Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,,,,,Dist Met,Dist Inv,,,Year Diff,Comp Fact,cmp msr
846,a,c,8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",0.472114246,,,,0.116328146,0.883671854,,,12,10.60406225,0.092082297
847,c,c,190,,2009,1,31,2013,"Feb,May,Aug,Nov",-0.689676882,,,,0.00197837,0.99802163,,,7,6.986151411,0.060665512
848,a,c,370,7,2007,1,14,2011,"Jan,Apr,Jul,Oct",-0.665556651,,,,0.004352414,0.995647586,,,9,8.960828277,0.077812977
849,c,c,5000,,2009,0,,,,-0.045130708,,,,0.065418095,0.934581905,,,7,6.542073332,0.05680928
850,d,a,1120,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",-0.565055688,,,,0.014244263,0.985755737,,,9,8.871801635,0.077039898
851,d,c,2330,,2009,1,49,2014,"Mar,Jun,Sept,Dec",-0.402914135,,,,0.030203113,0.969796887,,,7,6.788578212,0.05894985
852,c,a,940,4,2004,1,14,2011,"Jan,Apr,Jul,Oct",-0.589175919,,,,0.011870219,0.988129781,,,12,11.85755737,0.102967249
853,a,a,14040,,2009,0,,,,1.166240895,,,,0.18464785,0.81535215,,,7,5.707465049,0.049561807
854,c,a,4770,,2009,1,13,2010,"Jan,Apr,Jul,Oct",-0.075951003,,,,0.062384595,0.937615405,,,7,6.563307834,0.056993673
855,a,a,3440,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.25417271,,,,0.044843049,0.955156951,,,7,6.686098655,0.05805995
856,a,a,3020,2,2010,0,,,,-0.310453249,,,,0.039303614,0.960696386,,,6,5.764178317,0.050054287
857,c,a,6270,8,2005,1,23,2014,"Mar,Jun,Sept,Dec",0.125050922,,,,0.082168293,0.917831707,,,11,10.09614877,0.087671738
858,a,a,3370,12,2008,1,40,2014,"Jan,Apr,Jul,Oct",-0.2635528,,,,0.04391981,0.95608019,,,8,7.648641519,0.066418365
859,c,a,21770,7,2015,0,,,,2.202070816,,,,0.286599842,0.713400158,,,1,0.713400158,0.00619494
860,c,c,5980,2,2010,0,,,,0.08619055,,,,0.078343445,0.921656555,,,6,5.52993933,0.048020231
861,c,c,740,,2009,1,14,2013,"Mar,Jun,Sept,Dec",-0.615976176,,,,0.009232393,0.990767607,,,7,6.935373252,0.060224571
862,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",-0.334573481,,,,0.03692957,0.96307043,,,6,5.77842258,0.05017798
863,a,c,21370,11,2010,0,,,,2.148470303,,,,0.281324189,0.718675811,,,6,4.312054867,0.03744451
864,a,a,1020,10,2012,1,45,2009,"Feb,May,Aug,Nov",-0.578455817,,,,0.01292535,0.98707465,,,4,3.948298602,0.034285767
865,d,c,2640,,2009,0,,,,-0.361373737,,,,0.034291744,0.965708256,,,7,6.759957795,0.058701319
866,d,a,9680,,2009,1,5,2013,"Feb,May,Aug,Nov",0.581995299,,,,0.127143234,0.872856766,,,7,6.109997362,0.05305727
867,d,c,21810,9,2012,0,,,,2.207430868,,,,0.287127407,0.712872593,,,4,2.851490372,0.024761434
868,d,c,1360,8,2005,1,10,2014,"Jan,Apr,Jul,Oct",-0.53289538,,,,0.017409654,0.982590346,,,11,10.8084938,0.093857515
869,c,a,230,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",-0.68431683,,,,0.002505935,0.997494065,,,15,14.96241097,0.129928808
870,a,a,780,4,2009,0,,,,-0.610616125,,,,0.009759958,0.990240042,,,7,6.931680295,0.060192502
871,d,c,10620,,2009,0,,,,0.707956505,,,,0.139541018,0.860458982,,,7,6.023212873,0.052303661
872,a,c,3860,9,2014,1,23,2015,"Mar,Jun,Sept,Dec",-0.197892171,,,,0.050382485,0.949617515,,,2,1.89923503,0.016492352
873,a,a,2040,11,2008,0,,,,-0.441774507,,,,0.026378264,0.973621736,,,8,7.788973886,0.067636967
874,a,a,3210,,2009,0,,,,-0.284993006,,,,0.041809549,0.958190451,,,7,6.707333157,0.058244343
875,d,a,5070,11,2007,1,18,2015,"Feb,May,Aug,Nov",-0.035750618,,,,0.066341335,0.933658665,,,9,8.402927987,0.072968348
876,a,a,21790,4,2005,1,18,2015,"Feb,May,Aug,Nov",2.204750842,,,,0.286863624,0.713136376,,,11,7.844500132,0.068119139
877,a,c,29190,,2009,0,,,,3.19636034,,,,0.384463202,0.615536798,,,7,4.308757584,0.037415878
878,d,c,1100,12,2014,0,,,,-0.567735714,,,,0.01398048,0.98601952,,,2,1.97203904,0.017124558
879,d,a,0,,2009,1,5,2013,"Feb,May,Aug,Nov",-0.715137126,,,,-0.000527565,1.000527565,,,7,7.003692957,0.060817837
880,a,c,4570,,2009,0,,,,-0.10275126,,,,0.059746769,0.940253231,,,7,6.581772619,0.057154016
881,a,a,180,3,2008,1,31,2013,"Feb,May,Aug,Nov",-0.691016895,,,,0.001846479,0.998153521,,,8,7.985228172,0.069341176
882,a,a,30,4,2013,0,,,,-0.711117087,,,,-0.000131891,1.000131891,,,3,3.000395674,0.02605448
883,a,a,3200,6,2005,0,,,,-0.286333018,,,,0.041677658,0.958322342,,,11,10.54154577,0.091539424
884,d,c,7550,,2009,0,,,,0.296572565,,,,0.099050382,0.900949618,,,7,6.306647323,0.054764915
885,a,a,480,12,2005,0,,,,-0.65081651,,,,0.005803218,0.994196782,,,11,10.9361646,0.094966168
886,a,c,12430,10,2004,0,,,,0.950498828,,,,0.163413347,0.836586653,,,12,10.03903983,0.087175822
887,d,a,19700,,2009,1,37,2009,"Jan,Apr,Jul,Oct",1.924688159,,,,0.259298338,0.740701662,,,7,5.184911633,0.04502412
888,d,a,4450,6,2012,1,35,2012,"Mar,Jun,Sept,Dec",-0.118831414,,,,0.058164073,0.941835927,,,4,3.767343709,0.032714412
889,d,a,18670,12,2005,0,,,,1.786666837,,,,0.245713532,0.754286468,,,11,8.297151147,0.072049816
890,a,a,4450,,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.118831414,,,,0.058164073,0.941835927,,,7,6.59285149,0.057250221
891,a,c,350,,2009,1,31,2013,"Feb,May,Aug,Nov",-0.668236676,,,,0.004088631,0.995911369,,,7,6.971379583,0.060537238
892,a,a,19370,4,2002,0,,,,1.880467736,,,,0.254945925,0.745054075,,,14,10.43075706,0.09057737
893,a,a,130,,2009,1,1,2013,"Jan,Apr,Jul,Oct",-0.697716959,,,,0.001187022,0.998812978,,,7,6.991690847,0.060713615
894,a,a,190,11,2012,0,,,,-0.689676882,,,,0.00197837,0.99802163,,,4,3.992086521,0.034666007
895,a,c,4150,,2009,0,,,,-0.159031799,,,,0.054207333,0.945792667,,,7,6.620548668,0.057490735
896,a,c,170,9,2012,0,,,,-0.692356907,,,,0.001714587,0.998285413,,,4,3.993141651,0.034675169
897,c,c,3290,1,2007,1,5,2013,"Feb,May,Aug,Nov",-0.274272903,,,,0.04286468,0.95713532,,,9,8.614217884,0.074803123
898,a,a,18540,,2009,0,,,,1.769246671,,,,0.243998945,0.756001055,,,7,5.292007386,0.045954105
899,d,a,2590,,2009,1,13,2010,"Jan,Apr,Jul,Oct",-0.368073801,,,,0.033632287,0.966367713,,,7,6.764573991,0.058741405
900,a,a,3920,4,2005,1,40,2014,"Jan,Apr,Jul,Oct",-0.189852094,,,,0.051173833,0.948826167,,,11,10.43708784,0.090632344
901,a,c,3170,4,2014,0,,,,-0.290353057,,,,0.041281984,0.958718016,,,2,1.917436033,0.016650403
902,a,a,310,5,2015,1,40,2014,"Jan,Apr,Jul,Oct",-0.673596728,,,,0.003561066,0.996438934,,,1,0.996438934,0.008652758
903,d,c,7290,9,2014,0,,,,0.261732231,,,,0.095621208,0.904378792,,,2,1.808757584,0.015706674
904,d,c,570,7,2013,1,14,2011,"Jan,Apr,Jul,Oct",-0.638756394,,,,0.00699024,0.99300976,,,3,2.97902928,0.025868941
905,a,a,90,6,2014,0,,,,-0.70307701,,,,0.000659457,0.999340543,,,2,1.998681087,0.01735591
906,a,a,90,7,2010,0,,,,-0.70307701,,,,0.000659457,0.999340543,,,6,5.99604326,0.052067729
907,a,c,250,,2009,0,,,,-0.681636805,,,,0.002769718,0.997230282,,,7,6.980611976,0.06061741
908,a,a,1980,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",-0.449814584,,,,0.025586916,0.974413084,,,6,5.846478502,0.050768956
909,a,c,1680,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.490014969,,,,0.021630177,0.978369823,,,7,6.848588763,0.059470962
910,d,c,12480,,2009,1,1,2013,"Jan,Apr,Jul,Oct",0.957198893,,,,0.164072804,0.835927196,,,7,5.851490372,0.050812477
911,a,c,16490,,2009,0,,,,1.494544039,,,,0.216961224,0.783038776,,,7,5.481271432,0.047597614
912,c,c,3100,5,2010,0,,,,-0.299733147,,,,0.040358744,0.959641256,,,6,5.757847534,0.049999313
913,a,a,280,,2009,0,,,,-0.677616766,,,,0.003165392,0.996834608,,,7,6.977842258,0.060593358
914,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec",-0.361373737,,,,0.034291744,0.965708256,,,5,4.828541282,0.041929514
915,d,c,650,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",-0.628036291,,,,0.008045371,0.991954629,,,3,2.975863888,0.025841454
916,a,a,90,11,2012,0,,,,-0.70307701,,,,0.000659457,0.999340543,,,4,3.997362174,0.034711819
917,a,a,7240,2,2010,0,,,,0.255032167,,,,0.094961752,0.905038248,,,6,5.430229491,0.047154382
918,a,c,18710,4,2015,0,,,,1.792026889,,,,0.246241097,0.753758903,,,1,0.753758903,0.006545402
919,a,a,2620,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.364053763,,,,0.034027961,0.965972039,,,7,6.761804273,0.058717353
920,a,a,850,2,2012,1,40,2014,"Jan,Apr,Jul,Oct",-0.601236035,,,,0.010683197,0.989316803,,,4,3.957267212,0.034363647
921,a,a,840,9,2006,0,,,,-0.602576048,,,,0.010551306,0.989448694,,,10,9.894486943,0.085920571
922,d,a,2110,3,2006,0,,,,-0.432394417,,,,0.027301504,0.972698496,,,10,9.726984964,0.084466037
923,a,a,280,9,2008,0,,,,-0.677616766,,,,0.003165392,0.996834608,,,8,7.974676866,0.069249552
924,a,a,6420,4,2011,1,1,2012,"Jan,Apr,Jul,Oct",0.145151114,,,,0.084146663,0.915853337,,,5,4.579266684,0.039764892
925,c,a,470,3,2007,1,1,2012,"Jan,Apr,Jul,Oct",-0.652156522,,,,0.005671327,0.994328673,,,9,8.948958059,0.0777099
926,d,c,5150,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",-0.025030516,,,,0.067396465,0.932603535,,,5,4.663017673,0.040492159
927,a,a,480,,2009,0,,,,-0.65081651,,,,0.005803218,0.994196782,,,7,6.959377473,0.060433016
928,d,c,1090,,2009,1,31,2013,"Feb,May,Aug,Nov",-0.569075727,,,,0.013848589,0.986151411,,,7,6.903059879,0.059943972
929,a,c,4820,9,2013,0,,,,-0.069250939,,,,0.063044052,0.936955948,,,3,2.810867845,0.02440868
930,a,a,70,,2009,0,,,,-0.705757036,,,,0.000395674,0.999604326,,,7,6.997230282,0.060761718
931,a,c,1480,9,2011,1,1,2012,"Jan,Apr,Jul,Oct",-0.516815226,,,,0.01899235,0.98100765,,,5,4.905038248,0.042593789
932,a,a,15700,,2009,1,13,2010,"Jan,Apr,Jul,Oct",1.388683025,,,,0.20654181,0.79345819,,,7,5.554207333,0.048230966
933,a,c,6270,2,2005,0,,,,0.125050922,,,,0.082168293,0.917831707,,,11,10.09614877,0.087671738
934,a,c,5460,,2009,1,14,2011,"Jan,Apr,Jul,Oct",0.016509882,,,,0.071485096,0.928514904,,,7,6.499604326,0.056440492
935,a,c,22350,6,2010,0,,,,2.279791561,,,,0.294249538,0.705750462,,,6,4.23450277,0.036771072
936,a,a,580,2,2008,0,,,,-0.637416381,,,,0.007122131,0.992877869,,,8,7.943022949,0.06897468
937,d,a,2810,,2009,1,10,2014,"Jan,Apr,Jul,Oct",-0.338593519,,,,0.036533896,0.963466104,,,7,6.744262728,0.058565028
938,a,a,2820,9,2009,0,,,,-0.337253506,,,,0.036665787,0.963334213,,,7,6.743339488,0.058557011
939,d,a,1340,,2009,0,,,,-0.535575406,,,,0.017145872,0.982854128,,,7,6.879978897,0.059743544
940,d,c,6470,9,2012,0,,,,0.151851179,,,,0.08480612,0.91519388,,,4,3.660775521,0.031789008
941,a,a,1200,12,2011,1,31,2013,"Jan,Apr,Jul,Oct",-0.554335585,,,,0.015299393,0.984700607,,,5,4.923503034,0.042754131
942,d,c,6860,,2009,1,18,2011,"Jan,Apr,Jul,Oct",0.204111679,,,,0.089949881,0.910050119,,,7,6.370350831,0.055318096
943,d,c,18020,,2009,0,,,,1.699566003,,,,0.237140596,0.762859404,,,7,5.340015827,0.046370995
944,c,a,1670,7,2015,0,,,,-0.491354982,,,,0.021498285,0.978501715,,,1,0.978501715,0.008496997
945,a,c,12480,3,2011,0,,,,0.957198893,,,,0.164072804,0.835927196,,,5,4.17963598,0.036294627
946,a,a,2220,12,2011,1,14,2015,"Jan,Apr,Jul,Oct",-0.417654276,,,,0.028752308,0.971247692,,,5,4.85623846,0.042170027
947,a,a,460,3,2014,1,13,2010,"Jan,Apr,Jul,Oct",-0.653496535,,,,0.005539436,0.994460564,,,2,1.988921129,0.017271157
948,b,b,1430,,2009,0,,,,-0.52351529,,,,0.018332894,0.981667106,,,7,6.871669744,0.05967139
949,a,a,870,3,2006,0,,,,-0.598556009,,,,0.01094698,0.98905302,,,10,9.890530203,0.085886212
950,a,a,8460,11,1994,0,,,,0.418513733,,,,0.111052493,0.888947507,,,22,19.55684516,0.16982541
951,d,c,710,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.619996214,,,,0.008836719,0.991163281,,,7,6.93814297,0.060248622
952,d,c,6300,10,2013,0,,,,0.12907096,,,,0.082563967,0.917436033,,,3,2.752308098,0.023900166
953,a,a,19830,4,2006,1,22,2011,"Mar,Jun,Sept,Dec",1.942108326,,,,0.261012925,0.738987075,,,10,7.389870747,0.064171282
954,a,a,390,2,2013,1,10,2014,"Jan,Apr,Jul,Oct",-0.662876625,,,,0.004616196,0.995383804,,,3,2.986151411,0.025930787
955,d,c,1690,7,2009,1,36,2013,"Mar,Jun,Sept,Dec",-0.488674957,,,,0.021762068,0.978237932,,,7,6.847665524,0.059462945
956,a,a,2330,10,2014,1,18,2011,"Feb,May,Aug,Nov",-0.402914135,,,,0.030203113,0.969796887,,,2,1.939593775,0.016842814
957,d,c,1420,11,2012,0,,,,-0.524855303,,,,0.018201002,0.981798998,,,4,3.927195991,0.034102518
958,a,a,440,11,2013,0,,,,-0.656176561,,,,0.005275653,0.994724347,,,3,2.984173041,0.025913608
959,a,c,1060,12,2005,0,,,,-0.573095765,,,,0.013452915,0.986547085,,,11,10.85201794,0.094235465
960,d,a,8990,,2009,1,31,2009,"Feb,May,Aug,Nov",0.489534413,,,,0.118042733,0.881957267,,,7,6.17370087,0.053610451
961,d,c,9430,,2009,0,,,,0.548494978,,,,0.123845951,0.876154049,,,7,6.133078343,0.053257698
962,c,a,260,,2009,0,,,,-0.680296792,,,,0.002901609,0.997098391,,,7,6.979688736,0.060609392
963,a,c,23620,11,2013,0,,,,2.449973191,,,,0.310999736,0.689000264,,,3,2.067000791,0.017949176
964,a,a,270,,2009,1,5,2013,"Feb,May,Aug,Nov",-0.678956779,,,,0.0030335,0.9969665,,,7,6.978765497,0.060601375
965,a,c,110,,2009,0,,,,-0.700396985,,,,0.000923239,0.999076761,,,7,6.993537325,0.060729649
966,a,a,760,2,2008,0,,,,-0.61329615,,,,0.009496175,0.990503825,,,8,7.924030599,0.068809756
967,a,c,3560,9,2013,1,36,2013,"Jan,Apr,Jul,Oct",-0.238092556,,,,0.046425745,0.953574255,,,3,2.860722764,0.024841605
968,c,a,1190,,2009,0,,,,-0.555675598,,,,0.015167502,0.984832498,,,7,6.893827486,0.059863801
969,a,c,600,11,1999,1,10,2013,"Jan,Apr,Jul,Oct",-0.634736356,,,,0.007385914,0.992614086,,,17,16.87443946,0.146532254
970,a,a,910,12,2014,1,37,2009,"Jan,Apr,Jul,Oct",-0.593195958,,,,0.011474545,0.988525455,,,2,1.97705091,0.01716808
971,c,a,1140,5,2011,1,14,2012,"Mar,Jun,Sept,Dec",-0.562375662,,,,0.014508045,0.985491955,,,5,4.927459773,0.04278849
972,a,a,14960,,2009,0,,,,1.289522076,,,,0.196781852,0.803218148,,,7,5.622527038,0.048824233
973,d,c,330,,2009,1,28,2012,"Jan,Apr,Jul,Oct",-0.670916702,,,,0.003824848,0.996175152,,,7,6.973226062,0.060553273
974,a,a,150,3,2011,1,40,2014,"Jan,Apr,Jul,Oct",-0.695036933,,,,0.001450805,0.998549195,,,5,4.992745977,0.043355415
975,a,c,9630,,2009,1,14,2011,"Jan,Apr,Jul,Oct",0.575295235,,,,0.126483777,0.873516223,,,7,6.114613558,0.053097355
976,a,a,4180,,2009,0,,,,-0.155011761,,,,0.054603007,0.945396993,,,7,6.61777895,0.057466683
977,a,a,520,9,2005,1,13,2010,"Jan,Apr,Jul,Oct",-0.645456458,,,,0.006330783,0.993669217,,,11,10.93036138,0.094915774
978,c,c,3890,,2009,0,,,,-0.193872133,,,,0.050778159,0.949221841,,,7,6.644552888,0.05769918
979,a,c,2270,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",-0.410954212,,,,0.029411765,0.970588235,,,11,10.67647059,0.092711068
980,a,a,4420,9,2005,0,,,,-0.122851453,,,,0.057768399,0.942231601,,,11,10.36454761,0.090002428
981,d,c,2620,11,2002,0,,,,-0.364053763,,,,0.034027961,0.965972039,,,14,13.52360855,0.117434706
982,d,a,21930,,2009,0,,,,2.223511022,,,,0.288710103,0.711289897,,,7,4.97902928,0.043236303
983,a,a,40,3,2014,1,1,2014,"Jan,Apr,Jul,Oct",-0.709777074,,,,0,1,,,2,2,0.017367363
984,c,a,440,,2009,1,1,2013,"Jan,Apr,Jul,Oct",-0.656176561,,,,0.005275653,0.994724347,,,7,6.96307043,0.060465084
985,c,c,490,5,2007,1,13,2010,"Jan,Apr,Jul,Oct",-0.649476497,,,,0.005935109,0.994064891,,,9,8.946584015,0.077689284
986,a,a,620,10,2014,1,18,2014,"Feb,May,Aug,Nov",-0.63205633,,,,0.007649697,0.992350303,,,2,1.984700607,0.017234507
987,c,a,1690,6,2007,0,,,,-0.488674957,,,,0.021762068,0.978237932,,,9,8.804141387,0.076452358
988,a,a,30,11,2012,0,,,,-0.711117087,,,,-0.000131891,1.000131891,,,4,4.000527565,0.034739306
989,a,a,1640,6,2006,1,40,2011,"Jan,Apr,Jul,Oct",-0.495375021,,,,0.021102611,0.978897389,,,10,9.788973886,0.085004329
990,d,a,20930,,2009,0,,,,2.089509738,,,,0.275520971,0.724479029,,,7,5.071353205,0.044038015
991,a,a,1010,,2009,0,,,,-0.579795829,,,,0.012793458,0.987206542,,,7,6.910445793,0.060008109
992,a,a,2480,7,1990,0,,,,-0.382813943,,,,0.032181482,0.967818518,,,26,25.16328146,0.218509916
993,d,c,3460,10,2013,1,10,2014,"Jan,Apr,Jul,Oct",-0.251492685,,,,0.045106832,0.954893168,,,3,2.864679504,0.024875964
994,a,a,2290,7,2011,1,1,2012,"Jan,Apr,Jul,Oct",-0.408274186,,,,0.029675547,0.970324453,,,5,4.851622263,0.042129941
995,d,a,6560,12,2013,0,,,,0.163911294,,,,0.085993142,0.914006858,,,3,2.742020575,0.023810833
996,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct",-0.330553442,,,,0.037325244,0.962674756,,,1,0.962674756,0.008359561
997,d,c,5840,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",0.06743037,,,,0.076496966,0.923503034,,,6,5.541018201,0.048116436
998,a,a,780,9,2005,1,5,2013,"Feb,May,Aug,Nov",-0.610616125,,,,0.009759958,0.990240042,,,11,10.89264046,0.094588218
999,d,c,15140,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",1.313642307,,,,0.199155896,0.800844104,,,14,11.21181746,0.097359849
1000,a,c,2230,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",-0.416314263,,,,0.028884199,0.971115801,,,7,6.797810604,0.059030021
1001,c,a,19640,,2009,1,14,2011,"Jan,Apr,Jul,Oct",1.916648082,,,,0.25850699,0.74149301,,,7,5.190451068,0.045072223
1002,d,c,1130,11,2008,0,,,,-0.563715675,,,,0.014376154,0.985623846,,,8,7.884990768,0.068470747
1003,a,a,170,7,2013,1,27,2013,"Jan,Apr,Jul,Oct",-0.692356907,,,,0.001714587,0.998285413,,,3,2.994856238,0.026006377
1004,d,c,970,,2009,1,9,2011,"Mar,Jun,Sept,Dec",-0.585155881,,,,0.012265893,0.987734107,,,7,6.91413875,0.060040177
1005,a,a,6480,,2009,0,,,,0.153191191,,,,0.084938011,0.915061989,,,7,6.405433922,0.055622747
1006,c,c,3890,11,2006,1,5,2013,"Feb,May,Aug,Nov",-0.193872133,,,,0.050778159,0.949221841,,,10,9.492218412,0.082427399
1007,c,c,4180,9,2012,0,,,,-0.155011761,,,,0.054603007,0.945396993,,,4,3.781587972,0.032838105
1008,a,c,30,9,2010,0,,,,-0.711117087,,,,-0.000131891,1.000131891,,,6,6.000791348,0.052108959
1009,a,a,230,7,2004,1,10,2014,"Jan,Apr,Jul,Oct",-0.68431683,,,,0.002505935,0.997494065,,,12,11.96992878,0.103943046
1010,d,c,4610,6,2010,1,18,2010,"Feb,May,Aug,Nov",-0.097391209,,,,0.060274334,0.939725666,,,6,5.638353996,0.048961669
1011,a,c,490,9,2012,1,18,2011,"Feb,May,Aug,Nov",-0.649476497,,,,0.005935109,0.994064891,,,4,3.976259562,0.034528571
1012,d,c,6330,6,2004,1,39,2010,"Jan,Apr,Jul,Oct",0.133090999,,,,0.082959641,0.917040359,,,12,11.0044843,0.095559434
1013,a,a,630,2,2015,1,31,2013,"Feb,May,Aug,Nov",-0.630716317,,,,0.007781588,0.992218412,,,1,0.992218412,0.008616108
1014,a,c,210,,2009,1,31,2013,"Jan,Apr,Jul,Oct",-0.686996856,,,,0.002242152,0.997757848,,,7,6.984304933,0.060649478
1015,d,c,9910,12,2010,1,9,2011,"Mar,Jun,Sept,Dec",0.612815594,,,,0.130176734,0.869823266,,,6,5.218939594,0.045319608
1016,c,c,550,,2009,1,35,2010,"Mar,Jun,Sept,Dec",-0.64143642,,,,0.006726457,0.993273543,,,7,6.952914798,0.060376896
1017,c,a,110,11,2008,0,,,,-0.700396985,,,,0.000923239,0.999076761,,,8,7.992614086,0.069405313
1018,c,c,140,9,2012,0,,,,-0.696376946,,,,0.001318913,0.998681087,,,4,3.994724347,0.034688913
1019,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct",-0.347973609,,,,0.035610657,0.964389343,,,2,1.928778686,0.016748899
1020,a,a,40,8,2015,0,,,,-0.709777074,,,,0,1,,,1,1,0.008683681
1021,a,a,1080,5,2011,0,,,,-0.57041574,,,,0.013716697,0.986283303,,,5,4.931416513,0.042822849
1022,a,c,1520,,2009,0,,,,-0.511455175,,,,0.019519916,0.980480084,,,7,6.863360591,0.059599236
1023,c,a,3740,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",-0.213972325,,,,0.048799789,0.951200211,,,14,13.31680295,0.115638872
1024,c,c,1990,1,2012,0,,,,-0.448474572,,,,0.025718808,0.974281192,,,4,3.897124769,0.033841389
1025,a,a,720,11,2009,0,,,,-0.618656202,,,,0.00896861,0.99103139,,,7,6.937219731,0.060240605
1026,c,a,450,6,2011,1,48,2012,"Mar,Jun,Sept,Dec",-0.654836548,,,,0.005407544,0.994592456,,,5,4.972962279,0.043183619
1027,a,c,190,6,2008,1,40,2011,"Jan,Apr,Jul,Oct",-0.689676882,,,,0.00197837,0.99802163,,,8,7.984173041,0.069332014
1028,a,a,150,,2009,1,31,2013,"Jan,Apr,Jul,Oct",-0.695036933,,,,0.001450805,0.998549195,,,7,6.989844368,0.060697581
1029,a,a,1590,3,2006,0,,,,-0.502075085,,,,0.020443155,0.979556845,,,10,9.795568452,0.085061594
1030,a,a,36410,4,2008,0,,,,4.163849607,,,,0.479688736,0.520311264,,,8,4.162490108,0.036145737
1031,d,a,590,5,2001,0,,,,-0.636076368,,,,0.007254023,0.992745977,,,15,14.89118966,0.129310345
1032,d,c,270,2,2013,1,40,2012,"Jan,Apr,Jul,Oct",-0.678956779,,,,0.0030335,0.9969665,,,3,2.990899499,0.025972018
1033,a,a,7680,3,2006,0,,,,0.313992732,,,,0.10076497,0.89923503,,,10,8.992350303,0.078086704
1034,a,a,13750,4,2015,0,,,,1.127380523,,,,0.180823002,0.819176998,,,1,0.819176998,0.007113472
1035,a,a,27150,,2009,0,,,,2.922997722,,,,0.357557373,0.642442627,,,7,4.497098391,0.039051369
1036,d,c,9560,,2009,1,36,2013,"Jan,Apr,Jul,Oct",0.565915145,,,,0.125560538,0.874439462,,,7,6.121076233,0.053153475
1037,a,c,150,,2009,0,,,,-0.695036933,,,,0.001450805,0.998549195,,,7,6.989844368,0.060697581
1038,d,a,17290,10,2013,0,,,,1.601745066,,,,0.22751253,0.77248747,,,3,2.317462411,0.020124105
1039,a,c,70,6,1990,1,22,2012,"Mar,Jun,Sept,Dec",-0.705757036,,,,0.000395674,0.999604326,,,26,25.98971248,0.22568638
1040,a,a,4030,2,2013,1,10,2014,"Jan,Apr,Jul,Oct",-0.175111953,,,,0.052624637,0.947375363,,,3,2.842126088,0.024680117
1041,c,a,1600,8,2013,1,40,2014,"Jan,Apr,Jul,Oct",-0.500735072,,,,0.020575046,0.979424954,,,3,2.938274862,0.025515042
1042,a,a,3440,,2009,1,31,2013,"Feb,May,Aug,Nov",-0.25417271,,,,0.044843049,0.955156951,,,7,6.686098655,0.05805995
1043,c,a,420,3,2006,0,,,,-0.658856587,,,,0.00501187,0.99498813,,,10,9.949881298,0.086401598
1044,c,a,240,4,2015,1,13,2010,"Jan,Apr,Jul,Oct",-0.682976818,,,,0.002637826,0.997362174,,,1,0.997362174,0.008660775
1045,a,c,26990,12,2013,0,,,,2.901557516,,,,0.355447112,0.644552888,,,3,1.933658665,0.016791276
1046,d,c,29070,4,2005,0,,,,3.180280186,,,,0.382880506,0.617119494,,,11,6.788314429,0.058947559
1047,a,a,3750,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.212632313,,,,0.04893168,0.95106832,,,7,6.657478238,0.057811419
1048,d,c,1860,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",-0.465894738,,,,0.024004221,0.975995779,,,4,3.903983118,0.033900945
1049,a,a,370,7,2012,1,14,2011,"Jan,Apr,Jul,Oct",-0.665556651,,,,0.004352414,0.995647586,,,4,3.982590346,0.034583545
1050,d,c,13170,8,2014,1,9,2011,"Mar,Jun,Sept,Dec",1.049659778,,,,0.173173305,0.826826695,,,2,1.65365339,0.014359799
1051,c,a,200,7,1998,1,1,2012,"Jan,Apr,Jul,Oct",-0.688336869,,,,0.002110261,0.997889739,,,18,17.9620153,0.155976416
1052,a,c,5080,,2009,1,31,2013,"Feb,May,Aug,Nov",-0.034410605,,,,0.066473226,0.933526774,,,7,6.534687418,0.056745143
1053,a,a,1710,7,2015,0,,,,-0.485994931,,,,0.022025851,0.977974149,,,1,0.977974149,0.008492416
1054,a,c,13190,,2009,1,45,2013,"Feb,May,Aug,Nov",1.052339804,,,,0.173437088,0.826562912,,,7,5.785940385,0.050243262
1055,c,a,1980,4,2009,0,,,,-0.449814584,,,,0.025586916,0.974413084,,,7,6.820891585,0.059230449
